year,brand,color,carbon_fiber_body,engine_config,horsepower,torque,weight_kg,zero_to_60_s,top_speed_mph,num_doors,transmission,drivetrain,market_region,mileage,num_owners,interior_material,brake_type,tire_brand,aero_package,limited_edition,has_warranty,last_service_date,service_history,non_original_parts,model,warranty_years,damage,damage_cost,damage_type,price,id
2023,Ferrari,Red,1,V8,1227,775,1682,2.09,223,2,dual-clutch,AWD,North America,7999,2,suede,carbon-ceramic,Michelin,0,0,1,2024-10-24,independent,0,Portofino,2,0,,,324889.08,P4QZtXHgjW
2022,Aston Martin,Silver,0,W16,1216,1018,2290,2.0,226,2,manual,RWD,Asia,2292,2,suede,carbon-ceramic,Bridgestone,0,1,0,2025-02-19,authorized,0,Vantage,0,0,,,424531.4,5hfC9bU1IG
2024,Koenigsegg,Green,0,W16,579,1052,1332,2.7,248,4,automatic,RWD,North America,18488,2,leather,carbon-ceramic,Bridgestone,0,1,0,2024-07-17,none,0,Agera,0,0,,,2525166.42,eHEuT8WV8S
2023,Aston Martin,Red,0,Hybrid,979,475,1711,2.48,222,2,dual-clutch,AWD,Middle East,17451,3,suede,steel,Continental,0,0,1,2024-11-06,none,0,DB11,4,0,,,507835.51,KmioGiZ8jo
2022,Aston Martin,Yellow,1,V8,1401,408,1410,2.12,232,2,dual-clutch,RWD,North America,14859,3,carbon_fiber,carbon-ceramic,Continental,0,0,0,2024-11-10,authorized,0,Valhalla,0,0,,,301251.33,0YjcpSCPWD
2022,Pagani,Silver,0,V12,1390,595,2187,2.36,240,2,automatic,AWD,North America,16807,1,alcantara,steel,Michelin,0,1,0,2024-08-07,none,0,Huayra,0,0,,,2800749.13,CkJ64x0X4F
2020,McLaren,Yellow,0,V10,517,1191,2186,2.25,255,2,manual,AWD,Europe,3819,3,suede,carbon-ceramic,Bridgestone,0,1,1,2024-07-10,none,0,GT,4,0,,,466207.02,2vWHqeYxBP
2024,Ferrari,Silver,1,V12,701,1029,1916,3.83,228,2,dual-clutch,AWD,Europe,12682,1,leather,carbon-ceramic,Bridgestone,0,0,0,2025-04-27,independent,0,488 GTB,0,0,,,294209.08,BYlwpenQxx
2020,Pagani,Yellow,1,W16,1240,689,1452,2.28,230,2,dual-clutch,RWD,Asia,14785,3,carbon_fiber,steel,Continental,1,0,1,2024-09-16,authorized,0,Zonda,2,0,,,3154192.26,2YjzLWwIRj
2021,Pagani,Orange,1,V10,818,460,1237,3.08,264,2,dual-clutch,AWD,Middle East,1280,1,leather,steel,Bridgestone,1,0,0,2025-05-10,independent,0,Huayra,0,0,,,2383568.59,ofAeh9EDA2
2020,Koenigsegg,Green,0,Electric,716,788,2266,3.19,217,2,manual,RWD,Asia,13241,1,leather,carbon-ceramic,Continental,1,0,1,2025-01-23,authorized,0,Agera,3,0,,,2311181.48,pe2PhIdrzR
2020,Bugatti,Blue,0,W16,1557,962,1828,3.09,205,2,dual-clutch,AWD,Middle East,10011,1,carbon_fiber,steel,Pirelli,0,1,1,2025-06-02,independent,0,Chiron,1,0,,,3046860.9,z6iIdvvdC0
2023,Koenigsegg,Silver,1,V12,765,963,2186,2.2,251,2,automatic,AWD,Middle East,14147,3,leather,steel,Bridgestone,0,0,1,2024-11-23,independent,0,Jesko,4,1,19796.0,major,1965011.21,iXeRbPkMfA
2025,Bugatti,Orange,0,V12,1223,1033,1245,2.64,239,2,manual,RWD,Europe,19816,2,carbon_fiber,steel,Goodyear,0,0,1,2025-01-18,none,0,Chiron,2,0,,,3083732.95,5NS1WZcwe8
2022,Bugatti,Silver,1,Hybrid,1274,1078,1504,2.1,264,2,dual-clutch,RWD,North America,17146,3,leather,carbon-ceramic,Michelin,0,0,0,2024-11-21,independent,0,Chiron,0,0,,,2181379.54,xkzmwedc12
2024,Ferrari,Yellow,0,V12,912,407,1432,2.79,241,2,automatic,AWD,North America,1629,2,alcantara,carbon-ceramic,Continental,1,0,0,2024-11-03,authorized,0,Roma,0,0,,,417768.6,bPQJvgmnUg
2020,Aston Martin,Red,0,V8,1535,768,1444,2.38,267,4,automatic,RWD,Europe,5499,3,suede,carbon-ceramic,Bridgestone,0,0,0,2024-11-24,independent,0,Vantage,0,1,67737.0,major,239660.61,IMJvEoKbI5
2024,Ferrari,Silver,0,W16,900,444,1959,3.12,231,2,manual,AWD,Asia,8634,2,alcantara,steel,Bridgestone,0,0,0,2025-03-23,authorized,0,F8 Tributo,0,1,27387.0,major,312917.81,ZMZG2thADp
2025,McLaren,Orange,0,V10,1223,743,2038,3.39,209,2,automatic,RWD,North America,3014,3,alcantara,steel,Continental,0,0,0,2024-09-06,authorized,0,720S,0,0,,,660825.0,Zdc2ergJIr
2025,Bugatti,Yellow,0,V12,781,1156,1357,3.06,268,2,manual,RWD,Asia,10773,1,leather,carbon-ceramic,Goodyear,0,0,1,2024-12-19,authorized,0,Veyron,5,0,,,2197726.13,H9sNJQktFs
2020,Pagani,Black,0,Hybrid,1222,1195,2224,2.87,208,4,manual,AWD,North America,17881,1,suede,carbon-ceramic,Bridgestone,0,0,0,2025-01-11,authorized,0,Zonda,0,0,,,2845786.61,mS3r1E9yrk
2021,Aston Martin,Yellow,1,Hybrid,1250,774,1416,2.77,268,2,manual,RWD,Asia,8280,1,suede,steel,Pirelli,0,1,0,2024-07-13,none,0,DB11,0,0,,,307313.73,4AqEJBY46G
2020,Lamborghini,Green,0,V12,767,1018,2127,3.68,260,2,automatic,AWD,Middle East,8653,2,suede,carbon-ceramic,Michelin,0,0,1,2025-03-27,independent,0,Huracan,5,0,,,691694.07,6hTT62hC4B
2023,McLaren,Blue,1,V8,797,426,1706,2.44,210,2,manual,AWD,Middle East,19936,2,leather,carbon-ceramic,Continental,0,0,1,2024-12-28,independent,0,720S,3,1,50693.0,totaled,437874.03,ZGxEqGh8Db
2022,Ferrari,Black,1,Hybrid,1069,592,1960,3.47,267,2,manual,RWD,North America,11820,1,alcantara,steel,Bridgestone,0,0,0,2024-11-01,authorized,0,Roma,0,0,,,310594.43,cVBCmLJoTq
2021,Koenigsegg,Green,0,V10,1008,756,2103,3.51,207,4,automatic,AWD,Asia,7637,2,carbon_fiber,steel,Michelin,1,0,0,2025-05-24,independent,0,Regera,0,0,,,3104701.31,lCcrMmSGAl
2020,McLaren,Green,0,W16,1045,461,1780,2.84,248,2,manual,RWD,Asia,13390,1,carbon_fiber,carbon-ceramic,Continental,1,0,0,2025-03-01,independent,0,P1,0,1,80324.0,minor,461078.65,XJUVKGe9j7
2024,McLaren,Green,1,Electric,1274,461,2253,2.59,223,2,dual-clutch,RWD,Middle East,19367,3,carbon_fiber,steel,Continental,1,0,0,2024-09-19,authorized,0,GT,0,0,,,515527.81,kbM5c95IIZ
2021,Aston Martin,Red,1,V8,864,821,1826,2.94,232,2,automatic,AWD,Asia,16155,2,suede,steel,Continental,0,1,1,2025-04-13,none,0,Vantage,3,1,71577.0,minor,321439.49,5ljL8lngbz
2021,McLaren,Green,1,Hybrid,1046,1193,1719,2.19,218,2,automatic,RWD,Europe,3060,2,carbon_fiber,carbon-ceramic,Goodyear,0,0,0,2025-01-09,authorized,0,600LT,0,1,58174.0,totaled,672379.51,3ripxXTLhr
2020,McLaren,Red,1,W16,770,1032,1474,2.09,201,2,automatic,AWD,Asia,13697,3,alcantara,steel,Pirelli,1,0,1,2024-11-20,independent,0,GT,5,0,,,709220.99,zOhDWA5bPC
2021,Lamborghini,Green,1,Electric,1238,1191,1691,2.22,254,2,dual-clutch,AWD,Middle East,15313,2,carbon_fiber,steel,Continental,0,0,1,2024-11-06,authorized,0,Sian,3,0,,,453697.45,je4W6Uv4r8
2024,Koenigsegg,White,0,V12,1036,950,2026,2.37,210,4,manual,RWD,Europe,7510,2,suede,carbon-ceramic,Goodyear,0,0,1,2024-10-16,authorized,0,Regera,4,1,19022.0,major,1535402.15,SeeFdnaQnD
2025,Koenigsegg,Orange,0,V12,558,779,2150,3.01,216,2,automatic,RWD,Europe,2950,2,suede,steel,Continental,0,0,0,2024-08-26,none,0,Agera,0,1,77895.0,totaled,1709660.83,Qkew66HYhH
2021,Koenigsegg,Black,1,V10,585,676,2125,3.7,241,2,automatic,AWD,Asia,14387,3,carbon_fiber,steel,Continental,0,1,1,2025-02-15,independent,0,Agera,2,0,,,1555810.95,90HG66bXoU
2025,Bugatti,White,0,Electric,1262,1005,2046,2.47,260,2,automatic,AWD,Middle East,6063,1,suede,carbon-ceramic,Goodyear,0,0,1,2024-10-24,independent,0,Veyron,1,0,,,3114417.79,RnZN8TxHMq
2024,Pagani,Green,1,V12,889,830,2259,3.87,202,2,dual-clutch,AWD,Middle East,14205,1,carbon_fiber,steel,Pirelli,1,0,1,2024-10-14,none,0,Huayra,2,1,14296.0,major,3406264.26,EvvP5gl6wt
2020,Koenigsegg,Black,0,V12,1218,514,2267,3.91,234,2,dual-clutch,RWD,Middle East,11922,3,suede,carbon-ceramic,Michelin,0,0,1,2025-03-21,authorized,0,Agera,2,1,74828.0,major,1579765.36,9y0JzaemZ7
2022,McLaren,Black,0,Hybrid,1355,1087,2378,3.92,265,2,dual-clutch,RWD,Europe,7661,3,leather,carbon-ceramic,Bridgestone,0,0,1,2024-07-20,independent,0,600LT,3,0,,,468358.43,cb2UkogQgF
2021,McLaren,Silver,1,V10,648,520,2300,3.68,200,2,manual,AWD,Middle East,3421,3,leather,steel,Continental,0,1,1,2024-08-27,authorized,0,600LT,1,0,,,763235.58,dDNCFLBe9k
2022,Koenigsegg,Blue,0,W16,1082,924,1238,2.73,206,2,manual,RWD,Europe,1990,1,alcantara,carbon-ceramic,Pirelli,0,0,1,2025-03-25,independent,0,Agera,4,0,,,1840961.54,i37NaVKbty
2024,Aston Martin,White,0,V12,620,815,1438,2.15,219,2,dual-clutch,AWD,Europe,13057,3,leather,carbon-ceramic,Bridgestone,0,0,1,2024-11-04,authorized,0,Valhalla,5,0,,,263775.59,f3LhYSi5do
2021,Koenigsegg,Blue,0,V8,1264,562,2236,3.14,242,2,manual,RWD,North America,1482,1,carbon_fiber,steel,Continental,0,1,1,2024-10-20,authorized,0,Agera,4,0,,,3011888.85,rlkjM8EvGL
2025,McLaren,Black,1,V8,1104,1186,1321,3.12,205,2,dual-clutch,AWD,Asia,2545,3,suede,carbon-ceramic,Bridgestone,0,0,1,2025-02-01,none,0,600LT,3,0,,,644344.12,RPW6ZUQupP
2023,Bugatti,Red,0,W16,755,1087,1343,3.7,254,2,manual,AWD,Middle East,4220,2,alcantara,carbon-ceramic,Goodyear,1,0,1,2024-08-27,authorized,0,Chiron,5,0,,,2799200.7,JbSegK5ioA
2022,Ferrari,Black,1,Electric,1265,736,1883,3.99,220,2,manual,AWD,Europe,12491,1,carbon_fiber,steel,Pirelli,0,1,1,2024-10-30,authorized,0,Roma,4,0,,,571978.37,cxrzrDPZ6v
2021,Ferrari,Blue,0,V10,1363,778,1654,3.02,250,2,dual-clutch,AWD,Asia,642,1,carbon_fiber,carbon-ceramic,Pirelli,0,0,0,2024-11-10,authorized,0,488 GTB,0,0,,,306387.53,n9UFB4CBMV
2022,Koenigsegg,White,1,Hybrid,1299,723,1567,2.69,245,2,automatic,AWD,Europe,13332,3,alcantara,carbon-ceramic,Michelin,0,0,1,2025-04-19,authorized,0,Regera,2,0,,,2764586.64,rOdK0b3T7E
2021,Lamborghini,Green,1,V8,558,572,1958,2.37,234,2,automatic,AWD,Asia,1586,2,alcantara,steel,Michelin,0,0,1,2025-02-10,authorized,0,Urus,3,0,,,663227.27,oiNNGfMKUA
2020,Koenigsegg,Silver,0,V8,1521,1186,1446,2.01,207,2,manual,RWD,Europe,18793,1,carbon_fiber,steel,Bridgestone,0,0,1,2025-01-31,authorized,0,Jesko,1,1,57535.0,totaled,2768481.01,EDn7v7VU27
2025,Aston Martin,Silver,0,W16,1592,463,2122,3.02,267,2,manual,AWD,Middle East,6504,3,suede,carbon-ceramic,Goodyear,0,0,1,2024-10-14,independent,0,Valhalla,2,0,,,445948.57,oPemDLCRh0
2022,Koenigsegg,Silver,0,Electric,887,500,2268,3.11,215,4,manual,AWD,North America,16438,2,carbon_fiber,carbon-ceramic,Bridgestone,1,0,0,2024-11-25,independent,0,Agera,0,0,,,2091931.63,Jb9XAfWiN6
2023,Ferrari,Green,1,Electric,1285,721,1964,3.65,266,2,manual,AWD,North America,14627,1,suede,carbon-ceramic,Continental,0,0,0,2025-06-07,independent,0,SF90,0,1,59190.0,minor,311055.01,3L8CPAOjdU
2023,McLaren,Silver,0,W16,1092,465,1574,3.01,270,4,manual,AWD,North America,17225,3,alcantara,steel,Pirelli,0,0,1,2025-03-18,none,0,720S,1,0,,,648009.47,ayZAz92gwx
2024,Koenigsegg,White,1,V8,1408,956,1406,3.83,263,2,manual,AWD,Europe,6928,2,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2025-01-17,independent,1,Jesko,5,0,,,2576507.74,Tj1BJCFSYq
2021,McLaren,Green,0,V10,1065,998,1718,3.26,201,2,dual-clutch,RWD,Asia,4587,1,leather,steel,Bridgestone,1,0,0,2024-10-13,authorized,0,720S,0,0,,,469300.22,2QHFzbxUrx
2022,McLaren,Silver,0,V8,898,857,1441,3.68,200,2,automatic,AWD,Middle East,19290,1,carbon_fiber,carbon-ceramic,Pirelli,0,0,1,2024-10-10,authorized,0,720S,1,0,,,694796.73,ffpU1TO7gD
2024,Lamborghini,Green,0,Electric,1398,978,2337,2.3,257,2,automatic,AWD,Middle East,10186,2,suede,carbon-ceramic,Pirelli,0,0,1,2025-01-10,independent,0,Huracan,2,0,,,744904.41,W8r9lhWCvh
2022,McLaren,Blue,0,Hybrid,792,852,2018,3.71,200,4,dual-clutch,AWD,Europe,10124,3,carbon_fiber,steel,Michelin,1,0,1,2025-05-27,independent,0,720S,1,0,,,293564.12,9NQTgEFV12
2021,Ferrari,Orange,0,V8,984,658,1501,3.35,206,2,dual-clutch,AWD,North America,5056,3,suede,carbon-ceramic,Michelin,0,0,1,2025-03-24,authorized,0,Portofino,3,0,,,308878.58,5KIlPuVdIb
2023,Bugatti,Orange,1,V10,1302,1116,2319,2.34,268,2,automatic,RWD,Europe,5982,2,leather,steel,Pirelli,0,0,0,2025-04-07,authorized,2,Veyron,0,0,,,2554506.01,7DNPmWeXRB
2020,Bugatti,White,1,V12,1389,825,1900,2.38,217,2,automatic,RWD,Asia,2272,1,alcantara,steel,Bridgestone,0,1,1,2024-09-26,independent,0,Veyron,3,0,,,3348561.84,wpZROyBz95
2023,Pagani,Yellow,0,V8,743,577,1487,3.85,231,2,manual,AWD,North America,6141,2,leather,carbon-ceramic,Continental,1,1,1,2025-05-04,independent,0,Huayra,2,0,,,2907239.5,zMjuY8xKyz
2024,Aston Martin,Red,1,W16,1459,679,1353,2.06,244,2,automatic,AWD,Europe,9161,2,suede,carbon-ceramic,Bridgestone,1,0,1,2025-01-20,independent,0,Valhalla,4,0,,,411549.96,r0uNgMyBmK
2025,Koenigsegg,Silver,1,V12,1315,743,1622,2.93,232,2,manual,RWD,Asia,1071,2,alcantara,steel,Continental,1,0,1,2024-11-06,authorized,0,Regera,1,1,86379.0,minor,1818602.59,NdCUU9fBB3
2020,Aston Martin,Red,1,W16,772,416,2049,2.63,248,2,manual,AWD,North America,17120,1,alcantara,steel,Pirelli,1,0,0,2024-07-21,independent,0,Vantage,0,0,,,458767.16,89UreCyXmY
2024,Ferrari,Green,0,W16,1019,695,1249,3.33,232,2,automatic,RWD,Middle East,6376,2,carbon_fiber,steel,Continental,0,0,1,2024-07-09,independent,0,F8 Tributo,2,1,76820.0,minor,429775.16,6qk4B29Qib
2021,McLaren,Red,0,W16,1067,601,1763,3.68,270,2,manual,AWD,Asia,3630,2,leather,carbon-ceramic,Michelin,0,1,1,2024-07-26,none,2,600LT,1,1,68225.0,major,538973.34,pcrVh0YyPz
2020,Bugatti,White,0,V8,1137,1083,2053,2.72,267,2,manual,RWD,Middle East,227,1,suede,carbon-ceramic,Pirelli,0,0,1,2024-10-19,independent,0,Chiron,2,0,,,2867953.95,mLZONWDaqW
2024,Aston Martin,White,1,Electric,658,1173,2082,2.85,227,2,dual-clutch,RWD,Asia,15342,1,suede,carbon-ceramic,Goodyear,1,0,1,2024-10-09,independent,0,Vantage,1,1,13658.0,major,533895.09,ZznkmNOEXL
2021,Ferrari,Black,0,V12,1151,593,1861,3.96,252,2,automatic,AWD,North America,6665,2,alcantara,carbon-ceramic,Continental,0,0,1,2024-10-04,independent,0,Portofino,4,1,32294.0,totaled,468359.35,W85Kx7i8eY
2023,Bugatti,Orange,0,V10,675,548,1764,3.57,243,2,dual-clutch,AWD,Europe,14008,3,carbon_fiber,steel,Continental,1,0,1,2024-08-28,authorized,0,Chiron,2,1,82459.0,major,2180778.81,F21niZYoSO
2025,McLaren,Silver,0,Electric,1119,774,1412,3.79,254,2,manual,AWD,Europe,19954,2,suede,steel,Goodyear,0,0,1,2024-07-26,authorized,0,GT,3,0,,,384208.88,U3Dv2z3wHT
2021,Aston Martin,Black,0,V8,710,434,2289,2.88,209,2,manual,AWD,Europe,7993,1,carbon_fiber,steel,Goodyear,1,0,1,2025-01-27,none,0,Valhalla,4,1,62062.0,totaled,309707.23,oozHEv1bLi
2022,Bugatti,Red,1,W16,946,768,2010,2.47,213,2,dual-clutch,RWD,Europe,14675,1,alcantara,carbon-ceramic,Pirelli,0,0,0,2025-02-06,independent,0,Chiron,0,0,,,1579734.7,QJFbz60k84
2021,Koenigsegg,Yellow,0,V10,1085,428,2049,2.82,235,2,dual-clutch,RWD,Asia,1619,1,alcantara,carbon-ceramic,Bridgestone,1,0,0,2025-01-21,independent,0,Regera,0,1,49852.0,totaled,2131712.98,LzoBpDQUZj
2021,Koenigsegg,Black,0,V12,666,1174,2360,3.43,233,2,dual-clutch,AWD,Europe,12885,3,alcantara,carbon-ceramic,Goodyear,0,0,1,2024-11-10,none,0,Agera,3,0,,,2960757.35,yTWmHPezrp
2025,Pagani,Black,1,Electric,959,620,2080,2.22,217,2,manual,RWD,Europe,2204,1,carbon_fiber,steel,Continental,0,0,1,2024-09-28,none,0,Huayra,4,1,95981.0,minor,2877660.88,WYhUkxAQvj
2022,Pagani,White,1,Hybrid,1415,452,2288,2.54,215,2,automatic,AWD,Asia,19087,3,suede,steel,Goodyear,0,0,0,2024-08-25,independent,0,Zonda,0,0,,,1747440.93,hdor6st8qi
2024,Bugatti,Yellow,1,Electric,1552,1190,2355,2.09,236,2,manual,AWD,Asia,7742,1,leather,steel,Pirelli,0,0,1,2025-01-23,authorized,0,Chiron,3,1,27686.0,totaled,3441804.73,BQrgX0TFJM
2024,Ferrari,Green,1,V10,1213,752,1533,2.86,240,2,dual-clutch,AWD,North America,11694,1,carbon_fiber,steel,Pirelli,0,0,1,2025-02-26,authorized,2,488 GTB,4,1,92766.0,minor,261563.61,E3yeYA9q4T
2021,Koenigsegg,Red,1,V8,1340,791,1231,3.65,224,4,automatic,RWD,Asia,11818,2,alcantara,carbon-ceramic,Continental,1,0,1,2024-07-15,none,0,Regera,1,0,,,1742811.83,k1mWMqvmu5
2022,Ferrari,Black,0,V12,1367,475,2067,2.05,207,2,dual-clutch,AWD,Middle East,7574,3,leather,carbon-ceramic,Continental,0,0,0,2025-04-15,authorized,0,F8 Tributo,0,0,,,417050.66,3QRn6pjkjO
2022,Ferrari,Yellow,0,V10,1187,893,2097,3.35,217,2,manual,RWD,North America,9373,2,leather,carbon-ceramic,Continental,0,1,0,2025-04-18,none,0,SF90,0,0,,,452423.18,C6VpRFNqwO
2025,Bugatti,Orange,1,W16,829,1087,2365,3.86,267,2,automatic,AWD,North America,11448,3,leather,steel,Bridgestone,0,0,1,2024-10-20,authorized,0,Chiron,3,1,98311.0,totaled,2905121.44,hohd5cKrpe
2023,Ferrari,Silver,1,V12,594,921,1800,2.47,247,2,automatic,RWD,Europe,17181,1,leather,steel,Continental,0,0,0,2025-05-04,independent,0,Roma,0,1,68783.0,minor,266296.19,mDahr6dP0c
2024,Koenigsegg,Yellow,1,Electric,1284,516,2187,3.39,269,2,manual,RWD,Europe,19383,1,leather,steel,Pirelli,1,0,1,2025-02-13,independent,0,Jesko,1,0,,,1563142.41,irrEm9fwTJ
2025,McLaren,Orange,0,V10,1148,679,2372,3.95,266,2,dual-clutch,RWD,Middle East,2764,3,alcantara,steel,Pirelli,1,0,1,2025-03-24,authorized,0,600LT,2,1,82616.0,totaled,604211.71,Qym0HswizL
2020,Pagani,Red,0,Electric,852,1129,1798,3.92,217,2,dual-clutch,RWD,Europe,10601,2,suede,carbon-ceramic,Goodyear,1,0,1,2025-05-08,none,0,Zonda,1,0,,,2680290.06,x8Ngbod0ai
2024,McLaren,Yellow,0,Electric,1429,574,1719,2.47,217,2,dual-clutch,AWD,Asia,11467,3,leather,carbon-ceramic,Continental,0,0,1,2024-12-09,independent,0,P1,3,0,,,435002.82,7VUqkQsQqA
2025,Ferrari,Orange,0,Electric,1440,1145,2068,2.2,255,4,manual,RWD,Asia,8199,3,suede,steel,Bridgestone,0,0,0,2025-02-22,authorized,0,Roma,0,0,,,554750.74,BdqaBDkdY4
2024,McLaren,Yellow,0,V8,1483,1163,1215,2.3,222,2,dual-clutch,RWD,Europe,10411,3,suede,carbon-ceramic,Michelin,0,1,0,2025-01-21,authorized,0,600LT,0,0,,,679385.97,yaKd0yXKh2
2023,Koenigsegg,Yellow,1,Electric,1542,694,2329,3.4,234,2,automatic,AWD,Europe,6239,1,carbon_fiber,steel,Goodyear,0,0,1,2025-04-28,independent,0,Agera,4,0,,,3465024.6,GyRDaFP9Qz
2020,Koenigsegg,Silver,0,W16,1145,850,1482,3.45,205,2,dual-clutch,RWD,Asia,14943,3,alcantara,steel,Bridgestone,1,1,1,2024-10-01,authorized,0,Jesko,1,1,65674.0,major,1664962.99,jXIRLu3aNd
2023,Ferrari,Orange,0,W16,1125,917,2327,3.35,225,2,dual-clutch,AWD,North America,13617,1,leather,steel,Continental,0,1,0,2025-03-16,none,0,Portofino,0,0,,,302924.04,jmXjntlgbI
2020,Bugatti,Orange,0,V12,638,420,1560,2.67,260,2,automatic,RWD,Middle East,3329,2,suede,steel,Bridgestone,0,1,0,2025-03-05,authorized,0,Chiron,0,1,77756.0,minor,2177501.49,lq6Rw4vzLA
2021,McLaren,Black,1,Hybrid,1215,472,2258,2.34,214,2,automatic,AWD,Middle East,11563,1,carbon_fiber,steel,Michelin,1,1,0,2025-04-07,authorized,0,P1,0,0,,,610908.93,yfFbFguJEN
2025,Bugatti,Red,0,Electric,1261,435,1312,3.16,231,2,dual-clutch,RWD,North America,5584,2,suede,carbon-ceramic,Bridgestone,0,0,1,2025-01-31,authorized,0,Veyron,5,1,63355.0,minor,2117319.51,oGu4qxZW8r
2020,Bugatti,Silver,0,Electric,754,906,1507,2.97,211,2,automatic,RWD,Middle East,8805,2,leather,carbon-ceramic,Michelin,0,0,0,2025-01-20,authorized,0,Chiron,0,1,45374.0,major,1574682.39,RHazPlROYp
2023,Lamborghini,Yellow,0,V10,1175,632,2158,3.46,204,2,manual,RWD,Europe,9089,2,alcantara,carbon-ceramic,Michelin,1,0,0,2024-12-27,authorized,0,Huracan,0,0,,,622898.71,wgeGChGepn
2024,Ferrari,Yellow,0,V8,591,1127,2276,2.88,263,4,automatic,RWD,Europe,13639,1,alcantara,carbon-ceramic,Michelin,0,0,1,2024-07-20,none,0,488 GTB,4,0,,,279498.53,xsB1l8pqE1
2020,Pagani,Black,1,Hybrid,1592,896,2304,2.68,270,2,manual,AWD,Europe,15488,3,leather,carbon-ceramic,Bridgestone,1,1,0,2024-08-12,authorized,0,Huayra,0,1,14123.0,totaled,2096450.95,8zD35DCjjV
2025,Koenigsegg,Red,1,V12,536,605,2033,2.59,226,2,automatic,RWD,Middle East,11110,1,suede,carbon-ceramic,Continental,0,0,1,2024-11-28,authorized,0,Agera,2,0,,,2989157.73,qs25MncvoF
2020,Koenigsegg,White,0,Hybrid,639,825,1441,2.42,244,2,manual,AWD,North America,1160,2,carbon_fiber,steel,Pirelli,0,0,0,2025-06-24,authorized,0,Jesko,0,0,,,2387833.5,k1Iz3TosZk
2022,Ferrari,Silver,0,Electric,1366,443,1230,2.53,234,2,manual,AWD,Europe,12173,3,alcantara,steel,Pirelli,0,0,1,2024-11-27,independent,0,Portofino,2,0,,,578944.2,yPlBjstyR0
2024,Aston Martin,Black,1,V10,1179,490,1903,2.19,225,2,dual-clutch,AWD,North America,19994,1,alcantara,carbon-ceramic,Bridgestone,0,0,0,2025-06-06,independent,0,DB11,0,1,19253.0,totaled,523892.04,fsd6Up5Js7
2025,Aston Martin,Red,0,V8,636,869,2068,2.69,222,2,automatic,AWD,Asia,7331,2,suede,steel,Continental,0,1,0,2024-10-22,independent,1,DB11,0,1,83172.0,major,537157.39,8cyjYXihu6
2025,Aston Martin,Silver,0,V12,689,1004,1432,2.07,212,2,automatic,RWD,Asia,14684,2,suede,steel,Pirelli,0,0,1,2025-02-16,authorized,0,Valhalla,3,1,47914.0,major,393452.66,5N5xwmvB6d
2021,Pagani,Yellow,0,Hybrid,841,866,2257,2.37,202,2,automatic,RWD,Asia,18387,3,suede,steel,Michelin,0,0,0,2024-09-06,independent,0,Huayra,0,1,89540.0,totaled,3194996.77,NBbrCGtjeC
2023,Koenigsegg,Red,1,V12,1528,853,2150,3.49,228,2,manual,RWD,Middle East,14798,1,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2024-07-29,independent,0,Jesko,4,0,,,2741677.79,mVqSiKl0PL
2021,Ferrari,Red,0,Electric,1471,994,1258,2.65,265,4,dual-clutch,RWD,Middle East,1527,3,suede,carbon-ceramic,Bridgestone,0,1,0,2025-02-06,independent,0,488 GTB,0,1,13058.0,minor,448226.27,t4iL3MbCrO
2025,Koenigsegg,Green,0,V12,1161,732,1970,3.34,263,2,automatic,RWD,Europe,15220,3,carbon_fiber,carbon-ceramic,Goodyear,0,0,0,2025-01-21,authorized,0,Regera,0,0,,,2704232.05,lThTpkOMWc
2024,Bugatti,Red,1,V10,742,906,2301,3.43,227,2,dual-clutch,RWD,Asia,10105,3,leather,steel,Goodyear,1,1,1,2024-12-05,independent,0,Chiron,1,0,,,2178375.33,KnlH3G7dTK
2020,McLaren,White,0,V12,914,1193,1917,3.16,235,2,dual-clutch,AWD,North America,13896,3,carbon_fiber,carbon-ceramic,Goodyear,1,0,1,2025-04-28,authorized,0,P1,1,0,,,475485.3,j5SKNBvbJZ
2020,McLaren,Red,0,W16,1206,869,1501,3.92,205,2,manual,AWD,Middle East,13085,1,suede,carbon-ceramic,Continental,0,0,0,2024-08-04,authorized,0,GT,0,0,,,761405.73,ZuGTXVGYLT
2024,Koenigsegg,White,1,V10,842,420,2002,2.04,210,2,automatic,RWD,North America,15205,3,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2025-01-31,authorized,0,Regera,2,1,33522.0,minor,2860194.59,cYylK7G67F
2025,Lamborghini,Yellow,0,Hybrid,1181,627,2096,3.48,237,2,dual-clutch,RWD,North America,10198,2,carbon_fiber,steel,Goodyear,0,0,1,2025-05-09,authorized,0,Sian,4,0,,,643194.93,22oT2ke0Pf
2020,Pagani,White,1,V8,1152,775,1311,3.92,233,2,automatic,RWD,Europe,12398,2,carbon_fiber,carbon-ceramic,Bridgestone,0,0,0,2024-10-03,authorized,0,Huayra,0,0,,,2897773.25,jrfMTLz8iB
2020,Aston Martin,Silver,0,V8,645,529,1516,3.72,266,2,automatic,AWD,Europe,6626,2,alcantara,carbon-ceramic,Michelin,0,0,1,2025-04-20,independent,0,DB11,4,0,,,425952.54,aj45hfyzCo
2020,Pagani,Yellow,0,Electric,822,1086,2368,2.34,245,2,automatic,RWD,North America,2855,3,suede,carbon-ceramic,Goodyear,0,0,0,2025-05-17,none,0,Huayra,0,0,,,1965926.85,rZR8rfpXIs
